text,class,processed_tokens
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,"['ur', 'chanc', 'win', 'å£250', 'cash', 'everi', 'wk', 'txt', 'action', ""'s"", 'c', ""'s"", 'www.movietrivia.tv', 'custcar', '1x150p/wk']"
I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,ham,"['bugi', 'juz', 'wat', '...', ""'m"", 'walk', 'home', 'oredi', '...', 'ìï', 'late', 'repli', '...', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', '...', 'r', 'ì_']"
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",ham,"['wish', 'famili', 'merri', '\\x\\', ""''"", 'happi', 'new', 'year', 'advanc', '..', ""''""]"
At 7 we will go ok na.,ham,"['go', 'ok', 'na']"
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,"['ye', 'post', 'coupl', 'pic', 'fb', ""'s"", 'still', 'snow', 'outsid', ""'m"", 'wake']"
S:-)if we have one good partnership going we will take lead:),ham,"['one', 'good', 'partnership', 'go', 'take', 'lead']"
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,spam,"['rgent', '2nd', 'attempt', 'contact', 'u', 'u', 'å£1250', 'call', 'b4', 'csbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvari', 'maxå£7']"
"Yeah, where's your class at?",ham,"['yeah', ""'s"", 'class']"
No just send to you. Bec you in temple na.,ham,"['send', 'bec', 'templ', 'na']"
"You aren't coming home between class, right? I need to work out and shower!",ham,"[""n't"", 'come', 'home', 'class', 'right', 'need', 'work', 'shower']"
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,spam,"['hi', 'ur', 'lookin', 'sauci', 'daytim', 'fun', 'wiv', 'busti', 'marri', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', 'janinexx', 'callså£1/minmobsmorelkpobox177hp51fl']"
S but mostly not like that.,ham,"['mostli', 'like']"
ÌÏ v ma fan...,ham,"['ìï', 'v', 'fan', '...']"
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham,"['dunno', 'co', 'v', 'late', 'n', 'reach', 'insid', 'alreadi', '...', 'ate', 'spageddi', 'lor', '...', ""'s"", 'e', 'gal', 'r', 'laugh', 'lor', '...']"
Guess who spent all last night phasing in and out of the fourth dimension,ham,"['guess', 'spent', 'last', 'night', 'phase', 'fourth', 'dimen']"
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham,"['dad', 'gon', 'na', 'call', 'get', 'work', 'ask', 'crazi', 'question']"
"Yes..but they said its IT.,",ham,"['ye', '..', 'said', 'it.']"
Very hurting n meaningful lines ever: \I compromised everything for my love,ham,"['hurt', 'n', 'mean', 'line', 'ever', '\\i', 'compromi', 'everyth', 'love']"
Lmao!nice 1,ham,"['lmao', 'nice']"
Glad to see your reply.,ham,"['glad', 'see', 'repli']"
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,"['urgent', 'tri', 'contact', 'u.', 'today', 'draw', 'show', 'å£800', 'prize', 'guarant', 'call', 'land', 'line', 'claim', 'a21', 'valid', '12hr']"
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam,"['monthli', 'password', 'wap', 'mobsi.com', 'use', 'wap', 'phone', 'pc']"
Nah dub but je still buff,ham,"['nah', 'dub', 'je', 'still', 'buff']"
Painful words- \I thought being Happy was the most toughest thing on Earth... But,ham,"['pain', 'words-', '\\i', 'thought', 'happi', 'toughest', 'thing', 'earth', '...']"
"Yeah, that's fine! It's å£6 to get in, is that ok? ",ham,"['yeah', ""'s"", 'fine', ""'s"", 'å£6', 'get', 'ok']"
Lol where do u come up with these ideas?,ham,"['lol', 'u', 'come', 'idea']"
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,"['mani', 'peopl', 'seem', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', '..', 'maintain', 'till', 'life', 'end', '..', 'sh', 'ja']"
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",ham,"['today', '\\song', 'dedic', 'day', '..', ""''"", 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli', '...', ""''""]"
Okay... We wait ah,ham,"['okay', '...', 'wait', 'ah']"
Y lei?,ham,['lei']
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham,"['hi', 'babe', 'u', 'r', 'like', 'bed', 'im', 'sorri', 'tonight', 'realli', 'wan', 'na', 'see', 'u', 'tomorrow', 'call', 'love', 'xxx']"
Already am squatting is the new way of walking,ham,"['alreadi', 'squat', 'new', 'way', 'walk']"
Do you want bold 2 or bb torch,ham,"['want', 'bold', 'bb', 'torch']"
Cramps stopped. Going back to sleep,ham,"['cramp', 'stop', 'go', 'back', 'sleep']"
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,spam,"['today', 'vodafon', 'number', 'end', 'last', 'four', 'digit', 'select', 'receiv', 'å£350', 'award', 'number', 'match', 'plea', 'call', 'claim', 'å£350', 'award']"
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,"['free', 'top', 'rington', '-sub', 'weekli', 'ringtone-get', '1st', 'week', 'free-send', 'subpoli', '81618-', 'per', 'week-stop', 'sms-08718727870']"
Nan sonathaya soladha. Why boss?,ham,"['nan', 'sonathaya', 'soladha', 'bos']"
Bring tat cd don forget,ham,"['bring', 'tat', 'cd', 'forget']"
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,spam,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'algarv', 'txt', 'ansr', '82277.', 'å£1.50', 'sp', 'tyron']"
I don't know but I'm raping dudes at poker,ham,"[""n't"", 'know', ""'m"", 'rape', 'dude', 'poker']"
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham,"['weightloss', 'girl', 'friend', 'make', 'load', 'money', 'ebay', 'someth', 'give', 'thank', 'god']"
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham,"['gr8', 'see', 'messag', 'r', 'u', 'leav', 'congrat', 'dear', 'school', 'wat', 'r', 'ur', 'plan']"
ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,ham,"['ìï', 'eatin', 'later', ""'m"", 'eatin', 'wif', 'fren', 'lei', '...', 'ìï', 'go', 'home', 'first']"
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham,"['finish', 'alreadi', '...', 'yar', 'keep', 'say', 'mushi', '...', 'embarrass', 'ok', '...']"
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,"['sorri', 'man', 'stash', 'ran', 'dri', 'last', 'night', 'ca', ""n't"", 'pick', 'sunday']"
Hai priya are you right. What doctor said pa. Where are you.,ham,"['hai', 'priya', 'right', 'doctor', 'said', 'pa.']"
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam,"['free', 'msg', 'sorri', 'servic', 'order', 'could', 'deliv', 'suffici', 'credit', 'plea', 'top', 'receiv', 'servic']"
Ok...,ham,"['ok', '...']"
Please ask mummy to call father,ham,"['plea', 'ask', 'mummi', 'call', 'father']"
Can come my room but cannot come my house cos my house still messy... Haha...,ham,"['come', 'room', 'come', 'hou', 'co', 'hou', 'still', 'messi', '...', 'haha', '...']"
I have lost 10 kilos as of today!,ham,"['lost', 'kilo', 'today']"
Just taste fish curry :-P,ham,"['tast', 'fish', 'curri', '-p']"
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham,"['might', 'accid', 'tookplac', 'somewh', 'ghodbandar', 'rd', 'traffic', 'move', 'slove', 'plz', 'slip', 'amp', ""n't"", 'worri']"
Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,ham,"['yun', 'ah.now', 'ì_', 'wkg', 'btw', 'ì_', 'go', 'nu', 'sc', 'ìï', 'wana', 'speciali', 'wad']"
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham,"['ye', 'one', 'woman', 'man', 'plea', 'tell', 'like', 'dislik', 'bed', '...']"
Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham,"['test', 'earlier', 'appreci', 'call', 'tomorrow']"
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,"[""'s"", 'loverboy', 'keep', 'come', 'queen', 'hmmm', ""n't"", 'ach', 'speak', 'miss', 'despar']"
U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,"['u', 'meet', 'fren', 'dun', 'wan', 'meet', 'ah', '...', 'muz', 'b', 'guy', 'rite', '...']"
"(No promises on when though, haven't even gotten dinner yet)",ham,"['promi', 'though', ""n't"", 'even', 'gotten', 'dinner', 'yet']"
I got your back! Do you have any dislikes in bed?,ham,"['got', 'back', 'dislik', 'bed']"
o turns out i had stereo love on mi phone under the unknown album.,ham,"['turn', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']"
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,"['hard', 'live', 'chat', '60p/min', 'choo', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uk', ""'s"", 'biggest', 'live', 'servic', 'vu', 'bcm1896wc1n3xx']"
Yeah I don't see why not,ham,"['yeah', ""n't"", 'see']"
Asking do u knw them or nt? May be ur frnds or classmates?,ham,"['ask', 'u', 'knw', 'nt', 'may', 'ur', 'frnd', 'classmat']"
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham,"['sorri', 'earlier', 'put', 'fires.ar', 'around', 'talk', 'actual', 'life', 'lol']"
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam,"['wow', 'boy', 'r', 'back', 'take', 'uk', 'tour', 'win', 'vip', 'ticket', 'pre-book', 'vip', 'club', 'txt', 'club', 'trackmarqu', 'ltd', 'info', 'vipclub4u']"
"As in missionary hook up, doggy hook up, standing...|",ham,"['missionari', 'hook', 'doggi', 'hook', 'stand', '...']"
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,"['u', 'better', 'go', 'sleep', '..', 'dun', 'disturb', 'u', 'liao', '..', 'u', 'wake', 'msg', 'lor', '..']"
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,"['fight', 'world', 'easi', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,ham,"['watch', 'hou', '\x89ûò', 'entertain', '\x89ûò', 'get', 'whole', 'hugh', 'lauri', 'thing', '\x89ûò', 'even', 'stick', '\x89ûò', 'ind', 'especi', 'stick']"
Thought praps you meant another one. Goodo! I'll look tomorrow ,ham,"['thought', 'prap', 'meant', 'anoth', 'one', 'goodo', ""'ll"", 'look', 'tomorrow']"
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",ham,"['hi', 'jon', 'pete', 'ive', 'bin', 'spain', 'recent', 'hav', 'sum', 'dinero', 'left', 'bill', 'said', 'u', 'ur', 'åôrent', 'mayb', 'interest', 'hav', '12,000pe', 'around', 'å£48', 'tb', 'jame']"
There bold 2  &lt;#&gt; . Is that yours,ham,"['bold', 'lt', 'gt']"
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,"['know', 'shall', 'speak', 'lt', 'gt', 'minut']"
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",ham,"['\\alrit', 'hunni', 'wot', 'u', '2nite', 'didnt', 'end', 'goin', 'town', 'ju', 'da', 'pub', 'instead', 'ju', 'chillin', 'da', 'mo', 'bedroom', 'love', 'jen', 'xxx.\\', ""''"", ""''""]"
I went to project centre,ham,"['went', 'project', 'centr']"
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,"['per', 'request', ""'maangalyam"", 'alaipayuth', 'set', 'callertun', 'caller', 'press', 'copi', 'friend', 'callertun']"
Lol yeah at this point I guess not,ham,"['lol', 'yeah', 'point', 'guess']"
Doing project w frens lor. ,ham,"['project', 'w', 'fren', 'lor']"
Lol. Well quality aint bad at all so i aint complaining,ham,"['lol', 'well', 'qualiti', 'aint', 'bad', 'aint', 'complain']"
"K, can that happen tonight?",ham,"['k', 'happen', 'tonight']"
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,"['hi', 'mandi', 'sullivan', 'call', 'hotmix', 'fm', '...', 'chosen', 'receiv', 'å£5000.00', 'easter', 'prize', 'draw', '.....', 'plea', 'telephon', 'claim', '29/03/05', 'prize', 'transfer', 'someon', 'el', '....']"
"I think we're going to finn's now, come",ham,"['think', ""'re"", 'go', 'finn', ""'s"", 'come']"
Why tired what special there you had,ham,"['tire', 'special']"
I will come tomorrow di,ham,"['come', 'tomorrow', 'di']"
I cant pick the phone right now. Pls send a message,ham,"['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']"
K go and sleep well. Take rest:-).,ham,"['k', 'go', 'sleep', 'well', 'take', 'rest']"
U guys never invite me anywhere :(,ham,"['u', 'guy', 'never', 'invit', 'anywh']"
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,spam,"['ur', 'go', 'bahama', 'callfreefon', 'speak', 'live', 'oper', 'claim', 'either', 'bahama', 'crui', 'ofå£2000', 'cash', '18+onli', 'opt', 'txt', 'x']"
I can do that! I want to please you both inside and outside the bedroom...,ham,"['want', 'plea', 'insid', 'outsid', 'bedroom', '...']"
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",ham,"['\\ey', 'calm', 'downon', 'theacu', '..', 'itxt', 'u', 'co', 'iwana', 'know', 'wotu', 'r', 'doin', 'thew/end', '...', 'haventcn', 'u', 'age', '..', 'ring', 'ur', 'up4', 'neth', 'sat.lov', 'j', 'xxx.\\', ""''"", ""''""]"
I love to wine and dine my lady!,ham,"['love', 'wine', 'dine', 'ladi']"
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,"['someon', 'conact', 'date', 'servic', 'enter', 'phone', 'fanci', 'find', 'call', 'landlin', 'pobox12n146tf15']"
"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,"['iåõm', 'cool', 'ta', 'luv', 'v.tire', 'cau', 'doin', 'load', 'plan', 'wk', 'got', 'social', 'servic', 'inspect', 'nurseri', 'take', 'care', 'spk', 'sn', 'x']"
I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham,"['know', 'account', 'detail', '..', 'ask', 'mom', 'send', 'you.mi', 'mom', 'reach']"
I think u have the wrong number.,ham,"['think', 'u', 'wrong', 'number']"
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,"['feel', 'alway', 'happi', '..', 'slowli', 'becom', 'habit', 'amp', 'final', 'becom', 'part', 'life', '..', 'follow', '..', 'happi', 'morn', 'amp', 'happi', 'day']"
DO NOT B LATE LOVE MUM,ham,"['b', 'late', 'love', 'mum']"
Got it..mail panren paru..,ham,"['got', '..', 'mail', 'panren', 'paru', '..']"
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,"['think', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'trainner', 'save', 'carryin', 'bac', 'train']"
Give one miss from that number please,ham,"['give', 'one', 'miss', 'number', 'plea']"
Jus came back fr lunch wif my sis only. U leh?,ham,"['ju', 'came', 'back', 'fr', 'lunch', 'wif', 'si', 'u', 'leh']"
How is your schedule next week? I am out of town this weekend.,ham,"['schedul', 'next', 'week', 'town', 'weekend']"
Really good:)dhanush rocks once again:),ham,"['realli', 'good', 'dhanush', 'rock']"
Lmao ok I wont be needing u to do my hair anymore.,ham,"['lmao', 'ok', 'wont', 'need', 'u', 'hair', 'anymor']"
"Miss ya, need ya, want ya, love ya.",ham,"['miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
Sorry i'm not free...,ham,"['sorri', ""'m"", 'free', '...']"
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ham,"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'wo', ""n't"", 'go', 'away', 'til', 'u', 'listen', 'like', 'time']"
Nt yet chikku..simple habba..hw abt u?,ham,"['nt', 'yet', 'chikku', '..', 'simpl', 'habba', '..', 'hw', 'abt', 'u']"
